_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,scores,SchemeType,geocode,RightToReply,Distance,NewRatingPending,meta,links
66d8e1bb4a16edc27e762c67,940026,0,PI/000177403,Abbi Wines,Retailers - other,4613,12 - 14 Lakedale Road,,Plumstead,Greenwich,SE18 1PP,,5,fhrs_5_en-gb,2021-08-23T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0908895, 'latitude': 51.4871401}",,4647.001583335365,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/940026'}]"
66d8e1bb4a16edc27e762c8d,694606,0,PI/000116584,Fineway Cash & Carry,Retailers - other,4613,112 Plumstead High Street,,Plumstead,Greenwich,SE18 1SJ,,5,fhrs_5_en-gb,2020-10-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0909382, 'latitude': 51.4876089}",,4647.016995291011,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694606'}]"
66d8e1bb4a16edc27e762ca1,695287,0,PI/000182135,Lucky Food & Wine,Retailers - other,4613,101 Plumstead High Street,,Plumstead,Greenwich,SE18 1SB,,5,fhrs_5_en-gb,2022-06-25T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0910104, 'latitude': 51.4878934}",,4647.024793263386,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695287'}]"
66d8e1bb4a16edc27e762ca3,695400,0,PI/000184827,Dilkush Tandoori,Takeaway/sandwich shop,7844,99 Plumstead High Street,,Plumstead,Greenwich,SE18 1SB,,5,fhrs_5_en-gb,2021-06-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0909672, 'latitude': 51.4878941}",,4647.026394268489,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695400'}]"
66d8e1bb4a16edc27e762cb7,694604,0,PI/000116545,Dadoo's Foodstore,Retailers - other,4613,106 Plumstead High Street,,Plumstead,Greenwich,,,5,fhrs_5_en-gb,2020-01-16T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0905233, 'latitude': 51.4876894}",,4647.035076669946,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694604'}]"
66d8e1bb4a16edc27e762cbc,695566,0,PI/000188497,Premier Express,Retailers - other,4613,102 Plumstead High Street,,Plumstead,Greenwich,SE18 1SJ,,5,fhrs_5_en-gb,2021-06-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0904552, 'latitude': 51.4877234}",,4647.038806595731,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695566'}]"
66d8e1bb4a16edc27e762cc3,815071,0,PI/000198802,High Street News & Wine,Retailers - other,4613,104 Plumstead High Street,,Plumstead,Greenwich,SE18 1SJ,,5,fhrs_5_en-gb,2021-01-19T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0903232, 'latitude': 51.4876718}",,4647.041728368117,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/815071'}]"
66d8e1bb4a16edc27e762cc4,695033,0,PI/000172986,Everest Stores Ltd,Retailers - other,4613,104 Plumstead High Street,,Plumstead,Greenwich,SE18 1SJ,,5,fhrs_5_en-gb,2021-09-13T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0903232, 'latitude': 51.4876718}",,4647.041728368117,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695033'}]"
66d8e1bb4a16edc27e762cd3,694555,0,PI/000111022,The Old Mill,Pub/bar/nightclub,7843,The Old Mill 1 Old Mill Road,,Plumstead,Greenwich,SE18 1QG,,5,fhrs_5_en-gb,2022-03-16T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0840959, 'latitude': 51.4817109}",,4647.050320500107,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694555'}]"
66d8e1bb4a16edc27e762cea,732579,0,PI/000116525,The Belfry,Pub/bar/nightclub,7843,100 Plumstead High Street,,Plumstead,Greenwich,SE18 1SJ,,5,fhrs_5_en-gb,2021-08-28T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0900757, 'latitude': 51.487928}",,4647.06014692546,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/732579'}]"
66d8e1bb4a16edc27e762cf1,1298993,0,13950,The Plumstead Pantry,Restaurant/Cafe/Canteen,1,16 Warwick Terrace,,Plumstead,Greenwich,SE18 1QJ,,5,fhrs_5_en-gb,2021-04-01T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.083745, 'latitude': 51.4817727}",,4647.0653847124595,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1298993'}]"
66d8e1bb4a16edc27e762cff,694629,0,PI/000117347,Chick Chicken,Restaurant/Cafe/Canteen,1,98B Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2020-07-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0897508, 'latitude': 51.4880687}",,4647.077153359202,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694629'}]"
66d8e1bb4a16edc27e762d06,694338,0,PI/000061059,Conway Primary School,School/college/university,7845,Conway Primary School Gallosson Road,,Plumstead,Greenwich,SE18 1QY,,5,fhrs_5_en-gb,2022-06-09T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0894860029220581, 'latitude': 51.487865447998}",,4647.079357879319,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694338'}]"
66d8e1bb4a16edc27e762d17,1100050,0,12389,Best Halal Meat Limited,Retailers - other,4613,94 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-11-17T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.089611, 'latitude': 51.4881611}",,4647.085639006036,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1100050'}]"
66d8e1bb4a16edc27e762d33,1382055,0,14436,Boba & Co UK,Other catering premises,7841,90 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-08-02T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0895246, 'latitude': 51.4881627}",,4647.088848370269,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1382055'}]"
66d8e1bb4a16edc27e762d47,1028778,0,PI/000204596,Poundland,Retailers - supermarkets/hypermarkets,7840,148 - 156 Plumstead High Street,,Plumstead,Greenwich,,,5,fhrs_5_en-gb,2021-06-10T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0893575026992294, 'latitude': 51.4884195010951}",,4647.104356784928,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1028778'}]"
66d8e1bb4a16edc27e762d4c,694596,0,PI/000116263,Spice Island,Restaurant/Cafe/Canteen,1,204 Plumstead Common Road,,Plumstead,Greenwich,SE18 2RS,,5,fhrs_5_en-gb,2022-03-16T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0812250003218651, 'latitude': 51.4804420471191}",,4647.108530611648,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694596'}]"
66d8e1bb4a16edc27e762d5a,1063080,0,PI/000206865,SD News & Mini Market,Retailers - other,4613,59 Waverley Crescent,,Plumstead,Greenwich,SE18 7QU,,5,fhrs_5_en-gb,2021-06-23T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0831020027399063, 'latitude': 51.4827461242676}",,4647.124518127556,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1063080'}]"
66d8e1bb4a16edc27e762d66,1396464,0,14614,KFC,Restaurant/Cafe/Canteen,1,66 Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-08-02T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0887766, 'latitude': 51.4884997}",,4647.1284804779125,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1396464'}]"
66d8e1bb4a16edc27e762d6b,694595,0,PI/000116249,Co-op Food,Retailers - supermarkets/hypermarkets,7840,196 - 212 Plumstead Common Road,,Plumstead,Greenwich,,,5,fhrs_5_en-gb,2020-11-24T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0808583091748281, 'latitude': 51.4806876203642}",,4647.130907021743,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/694595'}]"
66d8e1bb4a16edc27e762d7b,1096694,0,12306,Ambala & Karahi Ltd,Restaurant/Cafe/Canteen,1,62A Plumstead High Street,,Plumstead,Greenwich,SE18 1SL,,5,fhrs_5_en-gb,2021-05-17T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0885648, 'latitude': 51.4885934}",,4647.139639291201,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1096694'}]"
66d8e1bb4a16edc27e762db4,1406601,0,14699,Los carnales mexicanos,Mobile caterer,7846,The Ship 205 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UJ,,5,fhrs_5_en-gb,2021-09-01T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0802144, 'latitude': 51.4810979}",,4647.169432009829,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1406601'}]"
66d8e1bb4a16edc27e762db6,695318,0,PI/000182731,East Plumstead Pre School,Caring Premises,5,East Plumstead Baptist Church Griffin Road,,Plumstead,Greenwich,SE18 7PZ,,5,fhrs_5_en-gb,2021-06-23T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0836590006947517, 'latitude': 51.4845542907715}",,4647.170481326419,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/695318'}]"
66d8e1bb4a16edc27e762dc8,944957,0,PI/000183905,Plumstead Common Petrol Station,Retailers - other,4613,Petrol Filling Station 160 - 168 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UL,,5,fhrs_5_en-gb,2021-07-07T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",FHRS,"{'longitude': 0.0793165, 'latitude': 51.4806732}",,4647.18661908045,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/944957'}]"
66d8e1bb4a16edc27e762dc9,1226528,0,13342,Apna Grill,Restaurant/Cafe/Canteen,1,14 Conway Road,,Plumstead,Greenwich,SE18 1AH,,5,fhrs_5_en-gb,2020-08-20T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0857591, 'latitude': 51.4870876}",,4647.186753674302,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1226528'}]"
66d8e1bb4a16edc27e762dca,1152320,0,12806,Flames Kebab Ltd trading as Morley's,Takeaway/sandwich shop,7844,191 Plumstead Common Road,,Plumstead,Greenwich,SE18 2UJ,,5,fhrs_5_en-gb,2022-01-12T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,"{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",FHRS,"{'longitude': 0.0796803, 'latitude': 51.4810714}",,4647.187942950943,False,"{'dataSource': None, 'extractDate': '0001-01-01T00:00:00', 'itemCount': 0, 'returncode': None, 'totalCount': 0, 'totalPages': 0, 'pageSize': 0, 'pageNumber': 0}","[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1152320'}]"
